Haglof_Plot_ID,Plot_Radius,Haglof_ID,Tree_Dia_mm,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude
125,30,3625,90,1013,1143,952,-7.13,7.5,10.35,316.44,8,45.5618074,-84.7055821
125,30,3626,108,1129,1268,1071,-8.05,8.27,11.54,315.76,12,45.5618145,-84.7055936
125,30,3627,86,1003,998,825,0.18,9.41,9.41,1.09,6,45.5618227,-84.7054878
125,30,3628,354,351,546,516,-4.19,-1.74,4.54,247.43,5,45.5617235,-84.7055479
125,30,3629,258,325,503,508,-3.59,-2.4,4.32,236.31,-11,45.5617175,-84.7055404
125,30,3630,200,421,604,593,-4.69,-2.47,5.3,242.16,13,45.5617171,-84.7055544
125,30,3631,276,929,1082,1125,-7.45,-7.17,10.34,226.1,3,45.5616756,-84.7055915
125,30,3632,188,1162,1277,1362,-6.92,-10.54,12.61,213.29,4,45.5616451,-84.705586
125,30,3633,365,482,513,656,-0.54,-5.3,5.33,185.8,5,45.5616906,-84.7055023
125,30,3634,128,618,492,691,3.61,-4.73,5.95,142.67,6,45.5616946,-84.705449
125,30,3635,212,1368,1313,1175,3.66,12.26,12.8,16.64,8,45.5618475,-84.7054421
125,30,3636,247,1219,1093,1026,7.14,8.43,11.05,40.25,6,45.5618121,-84.705399
125,30,3637,338,1042,889,860,7.12,5.79,9.18,50.91,4,45.5617883,-84.7054002
125,30,3638,133,645,521,457,3.58,3.98,5.35,41.9,3,45.5617731,-84.7054463
125,30,3639,324,490,304,383,3.67,0.78,3.75,78.04,10,45.5617442,-84.7054462
125,30,3640,113,1080,885,951,9.49,2.04,9.7,77.87,6,45.561754,-84.7053713
125,30,3641,243,1299,1176,1137,8.83,8.1,11.98,47.49,6,45.5618087,-84.7053775
125,30,3642,224,1203,1006,1084,10.77,1.71,10.91,80.98,6,45.5617507,-84.705355
125,30,3643,303,1753,1555,1632,16.19,2.48,16.38,81.31,8,45.5617562,-84.7052853
125,30,3644,90,1496,1297,1393,13.94,0.62,13.95,87.44,9,45.5617401,-84.7053149
125,30,3645,81,1522,1323,1421,14.21,0.51,14.22,87.92,8,45.5617391,-84.7053114
125,30,3646,311,1604,1407,1516,14.98,-0.43,14.99,91.63,8,45.5617305,-84.7053018
125,30,3647,278,1263,1065,1209,11.4,-2.63,11.7,102.99,7,45.5617115,-84.7053485
125,30,3648,291,797,651,848,5.36,-5.29,7.53,134.63,7,45.5616892,-84.7054268
125,30,3649,234,1116,1077,1261,2.28,-11.21,11.44,168.49,7,45.5616368,-84.7054684
125,30,3650,267,1212,1122,1320,5.37,-10.82,12.08,153.62,8,45.5616394,-84.7054288
125,30,3651,258,1278,1192,1391,5.41,-11.57,12.78,154.94,3,45.5616326,-84.7054285
125,30,3652,235,1506,1391,1590,8.46,-12.25,14.89,145.35,9,45.5616258,-84.7053896
125,30,3653,296,1510,1398,1585,8.8,-12,14.88,143.73,-21,45.561628,-84.7053852
125,30,3654,231,1578,1473,1668,8.35,-13.24,15.65,147.78,15,45.5616169,-84.7053915
125,30,3655,125,1714,1640,1837,6.28,-16.1,17.28,158.68,3,45.5615917,-84.705419
125,30,3656,142,1968,1939,2109,3.08,-19.79,20.03,171.15,9,45.5615593,-84.7054613
125,30,3657,272,1422,1240,1411,12.12,-5.91,13.49,116,8,45.5616818,-84.7053405
125,30,3658,292,1614,1446,1632,12.79,-8.81,15.53,124.57,6,45.5616556,-84.705333
125,30,3659,90,1564,1380,1535,13.97,-5.28,14.94,110.7,-14,45.5616871,-84.7053166
125,30,3660,86,1599,1414,1569,14.28,-5.42,15.28,110.79,-14,45.5616857,-84.7053126
125,30,3661,231,1683,1504,1675,14.36,-7.34,16.13,117.09,7,45.5616684,-84.7053123
125,30,3662,213,2039,1838,1935,19.31,0.8,19.32,87.63,2,45.5617404,-84.705246
125,30,3663,247,1990,1790,1913,18.8,-2.12,18.92,96.45,7,45.5617142,-84.7052536
126,30,3664,93,1639,1578,1445,4.97,14.73,15.54,18.65,8,45.5617528,-84.705198
126,30,3665,90,1729,1666,1536,5.48,15.51,16.45,19.45,8,45.5617597,-84.7051912
126,30,3666,295,1199,1127,1005,4.1,10.21,11,21.87,12,45.5617124,-84.7052108
126,30,3667,85,596,586,418,0.26,5.3,5.3,2.81,-16,45.5616692,-84.7052617
126,30,3668,222,1264,1135,1072,7.62,8.61,11.5,41.49,6,45.5616971,-84.7051663
126,30,3669,294,1558,1421,1372,10.25,10.12,14.4,45.36,11,45.56171,-84.7051321
126,30,3670,99,1295,1105,1146,11.14,3.9,11.81,70.71,4,45.5616538,-84.7051229
126,30,3671,103,1329,1139,1181,11.49,3.95,12.15,71.03,7,45.5616542,-84.7051184
126,30,3672,91,1354,1162,1205,11.75,3.98,12.4,71.29,6,45.5616544,-84.7051152
126,30,3673,123,1073,880,938,9.3,2.44,9.62,75.31,2,45.5616412,-84.705147
126,30,3674,359,758,587,602,5.6,2.96,6.33,62.11,8,45.5616468,-84.7051943
126,30,3675,170,628,683,815,-1.68,-6.8,7.01,193.84,4,45.5615609,-84.7052909
126,30,3676,96,656,711,843,-1.8,-7.11,7.34,194.22,5,45.5615581,-84.7052927
126,30,3677,402,748,814,939,-2.32,-7.83,8.17,196.5,1,45.5615518,-84.7052996
126,30,3678,333,680,777,874,-3.42,-6.81,7.62,206.66,13,45.5615613,-84.7053133
126,30,3679,109,578,700,781,-3.8,-5.66,6.81,213.9,4,45.5615717,-84.7053177
126,30,3680,335,738,886,935,-5.78,-6.08,8.39,223.51,7,45.5615684,-84.7053432
126,30,3681,93,885,1022,1087,-6.41,-7.61,9.95,220.14,6,45.5615549,-84.7053519
126,30,3682,100,974,1109,1215,-6.15,-9.05,10.94,214.2,-1,45.5615418,-84.705349
126,30,3683,89,988,1120,1188,-6.88,-8.54,10.97,218.87,4,45.5615466,-84.7053583
126,30,3684,346,1123,1288,1311,-9.65,-7.57,12.27,231.89,5,45.561556,-84.7053934
127,30,3685,159,1437,1638,1546,-15.36,-0.64,15.37,267.61,9,45.5615283,-84.705398
127,30,3686,125,1391,1595,1501,-14.92,-0.57,14.93,267.83,7,45.5615289,-84.7053924
127,30,3687,110,820,1024,941,-9.21,-0.84,9.25,264.8,4,45.5615249,-84.7053193
127,30,3688,207,788,971,963,-7.92,-4.28,9,241.62,6,45.5614937,-84.7053041
127,30,3689,342,820,853,667,-1.6,7.5,7.67,347.95,-14,45.561598,-84.7052189
127,30,43,84,753,919,748,-6.9,4.12,8.03,300.84,7,45.5615689,-84.705288
127,30,44,403,547,527,361,0.33,4.6,4.61,4.14,-12,45.5615714,-84.7051952
127,30,45,309,604,434,454,4.31,2.18,4.83,63.12,9,45.5615486,-84.7051452
127,30,46,148,455,255,400,3.55,-0.61,3.6,99.67,7,45.5615237,-84.7051559
127,30,47,45,513,344,536,3.71,-2.75,4.62,126.55,8,45.5615044,-84.7051546
127,30,48,90,802,663,861,5.19,-5.73,7.73,137.82,6,45.5614772,-84.7051368
127,30,49,390,1628,1533,1731,7.63,-14.24,16.15,151.83,8,45.5614001,-84.7051087
127,30,50,331,1770,1671,1869,8.73,-15.26,17.58,150.21,-12,45.5613906,-84.7050949
127,30,3704,313,1372,1571,1507,-14.43,-2.94,14.72,258.46,10,45.5615073,-84.7053869
127,30,3690,231,801,778,647,1.04,7.29,7.36,8.12,-35,45.5615954,-84.7051852
127,30,3691,118,1005,891,813,5.46,7.16,9,37.31,8,45.5615931,-84.7051287
127,30,3692,203,880,772,688,4.47,6.3,7.73,35.35,10,45.5615856,-84.7051416
127,30,3693,414,595,529,396,1.57,4.62,4.87,18.73,12,45.5615712,-84.7051794
127,30,3694,161,332,374,507,-0.62,-3.87,3.92,189.15,8,45.5614954,-84.7052106
127,30,3695,112,639,724,827,-2.96,-6.62,7.25,204.09,-16,45.5614713,-84.7052415
127,30,3696,127,648,755,845,-3.7,-6.45,7.44,209.85,7,45.561473,-84.7052509
127,30,3697,260,957,1093,1154,-6.85,-8.06,10.58,220.39,10,45.5614594,-84.7052919
127,30,3698,209,946,1069,1147,-6.06,-8.53,10.46,215.42,7,45.561455,-84.7052819
127,30,3699,300,1124,1206,1319,-4.59,-11.14,12.05,202.38,4,45.5614311,-84.705264
127,30,3700,217,536,382,576,3.66,-3.22,4.88,131.32,10,45.5615002,-84.7051554
127,30,3701,83,553,407,604,3.61,-3.7,5.18,135.7,8,45.5614959,-84.7051562
127,30,3702,125,556,383,572,4.14,-2.78,4.99,123.91,8,45.561504,-84.7051492
127,30,3703,277,864,675,733,7.2,1.98,7.47,74.66,9,45.561546,-84.7051082
127,30,3705,100,838,640,735,7.33,0.52,7.35,85.97,7,45.5615329,-84.705107
127,30,3706,95,1271,1090,1131,11.04,3.71,11.64,71.42,-16,45.5615606,-84.7050585
127,30,3707,136,1318,1127,1186,11.72,2.94,12.09,75.91,9,45.5615536,-84.70505
127,30,3708,296,1509,1319,1374,13.43,3.63,13.91,74.86,8,45.5615593,-84.7050279
127,30,3709,325,1298,1102,1226,11.9,-1.36,11.98,96.52,12,45.5615148,-84.7050492
127,30,3710,87,1165,972,1127,10.32,-3.41,10.87,108.27,9,45.5614968,-84.7050702
127,30,3711,81,974,838,1038,6.21,-7.17,9.48,139.13,5,45.561464,-84.7051243
127,30,3712,80,1162,1013,1204,8.29,-7.62,11.26,132.57,6,45.5614595,-84.7050977
127,30,3713,349,1462,1281,1442,12.72,-5.43,13.83,113.11,11,45.561478,-84.7050402
127,30,3714,349,1423,1237,1394,12.57,-4.63,13.39,110.21,-13,45.5614852,-84.7050419
127,30,3715,79,1593,1447,1640,11.19,-10.87,15.61,134.17,2,45.5614294,-84.7050618
127,30,3716,364,1580,1557,1729,2.09,-15.96,16.09,172.55,-15,45.5613861,-84.7051803
127,30,3717,247,1606,1579,1749,2.46,-16.2,16.38,171.35,11,45.5613838,-84.7051755
127,30,3718,138,1674,1601,1804,5.92,-15.84,16.91,159.52,5,45.5613861,-84.7051312
127,30,3719,146,1770,1714,1905,5.01,-17.23,17.94,163.79,4,45.5613739,-84.7051433
127,30,3720,427,1826,1737,1934,8.14,-16.23,18.15,153.37,9,45.5613821,-84.7051029
128,30,3721,364,1050,1215,1048,-9.48,5.36,10.89,299.48,11,45.561425,-84.7050238
128,30,3722,327,924,1098,945,-8.99,3.83,9.77,293.08,4,45.5614111,-84.705018
128,30,3723,392,1260,1449,1328,-13.14,2.14,13.31,279.24,6,45.561397,-84.7050718
128,30,3724,215,1276,1475,1380,-13.71,-0.21,13.71,269.13,7,45.561376,-84.7050799
128,30,3725,250,743,927,781,-7.65,2.58,8.07,288.64,2,45.5613995,-84.7050013
128,30,3726,324,758,953,839,-8.33,0.86,8.37,275.88,4,45.5613842,-84.7050107
128,30,3727,334,632,829,717,-7.09,0.62,7.11,275,2,45.5613817,-84.7049949
128,30,3728,241,844,1037,994,-9.05,-2.89,9.5,252.32,10,45.5613507,-84.7050213
128,30,3729,281,843,1024,998,-8.71,-3.64,9.44,247.3,-17,45.5613438,-84.7050172
128,30,3730,350,1040,1181,1255,-7.15,-8.93,11.44,218.68,1,45.5612959,-84.7049992
128,30,3731,140,739,873,938,-5.31,-6.57,8.45,218.96,3,45.5613166,-84.7049748
128,30,3732,123,279,466,348,-3.48,0.66,3.54,280.74,3,45.5613812,-84.7049486
128,30,3733,104,125,320,274,-2.22,-0.53,2.29,256.5,9,45.5613701,-84.704933
128,30,3734,95,592,653,455,-2,5.27,5.64,339.22,1,45.5614222,-84.704928
128,30,3735,137,1238,1259,1070,-1.36,11.79,11.87,353.42,7,45.5614807,-84.7049175
128,30,3736,408,1381,1384,1217,-0.45,13.12,13.13,358.05,7,45.5614925,-84.7049053
128,30,3737,347,1562,1540,1374,1.46,14.72,14.8,5.65,4,45.5615064,-84.7048803
129,30,3738,375,928,929,751,-0.26,8.54,8.55,358.27,6,45.561444,-84.7048983
129,30,3739,349,564,549,381,0.2,4.83,4.83,2.41,-15,45.5614105,-84.7048938
129,30,3740,82,665,557,475,3.37,4.51,5.62,36.77,8,45.5614068,-84.7048534
129,30,3741,89,679,573,484,3.27,4.73,5.75,34.65,6,45.5614088,-84.7048545
129,30,3742,150,862,779,666,3.4,6.84,7.64,26.4,9,45.5614278,-84.7048522
129,30,3743,239,863,740,672,4.82,5.74,7.49,40.03,9,45.5614175,-84.7048344
129,30,3744,100,1273,1165,1078,6.64,9.65,11.71,34.52,9,45.5614522,-84.7048097
129,30,3745,131,1285,1178,1094,6.73,9.74,11.84,34.64,13,45.561453,-84.7048084
129,30,3746,83,1289,1190,1097,6.33,10.1,11.92,32.06,14,45.5614563,-84.7048135
129,30,3747,318,1379,1243,1191,8.82,9,12.6,44.43,9,45.5614458,-84.7047819
129,30,3748,391,1428,1292,1240,9.17,9.3,13.06,44.6,10,45.5614484,-84.7047774
129,30,3749,103,1178,1044,991,7.52,7.61,10.7,44.67,11,45.5614336,-84.7047991
129,30,3750,277,1239,1090,1073,9.13,6.58,11.26,54.24,20,45.5614239,-84.7047788
129,30,3751,89,836,662,684,6.59,3.03,7.25,65.28,9,45.5613927,-84.7048127
129,30,3752,134,807,614,717,7.08,0.1,7.09,89.22,16,45.5613661,-84.7048074
129,30,51,137,733,786,594,-2.15,6.66,7,342.09,13,45.5614276,-84.7049233
129,30,52,358,496,458,307,0.73,3.98,4.05,10.4,16,45.5614027,-84.7048874
129,30,53,124,241,409,280,-2.82,0.93,2.97,288.26,14,45.5613762,-84.704934
129,30,54,333,1258,1099,1293,9.34,-7.6,12.04,129.16,10,45.5612963,-84.7047814
129,30,3753,129,1391,1196,1274,12.72,1.84,12.85,81.78,9,45.5613804,-84.7047346
129,30,3754,277,1351,1157,1222,12.04,2.71,12.34,77.3,4,45.5613884,-84.704743
129,30,3755,323,1246,1048,1160,11.4,-0.39,11.4,91.97,12,45.5613607,-84.7047524
129,30,3756,107,1576,1381,1507,14.71,-2.17,14.87,98.41,14,45.5613438,-84.7047106
129,30,3757,291,1697,1499,1622,15.87,-1.84,15.97,96.61,12,45.5613465,-84.7046957
129,30,3758,307,1445,1283,1469,11.19,-8.21,13.88,126.28,10,45.5612904,-84.7047579
129,30,3759,77,1615,1435,1608,13.77,-7.2,15.54,117.62,4,45.5612988,-84.7047246
129,30,3760,113,1993,1808,1977,17.43,-8.16,19.25,115.07,6,45.5612893,-84.7046779
129,30,3761,105,1981,1800,1966,17.32,-8.19,19.16,115.31,8,45.561289,-84.7046794
129,30,3762,97,2029,1845,2015,17.7,-8.5,19.64,115.67,2,45.5612861,-84.7046747
129,30,3763,372,2084,1912,2085,17.5,-9.96,20.14,119.65,14,45.561273,-84.7046777
129,30,3764,365,2178,2007,2171,18.74,-9.63,21.07,117.21,2,45.5612756,-84.7046618
129,30,3765,186,1860,1754,1948,9.91,-15.62,18.49,147.61,-17,45.5612241,-84.704777
129,30,3766,123,1984,1820,2022,14.81,-12.53,19.4,130.22,10,45.5612506,-84.7047131
129,30,3767,340,1691,1647,1836,3.83,-16.69,17.13,167.08,7,45.561216,-84.7048552
129,30,3768,272,1351,1254,1454,6.47,-11.77,13.43,151.2,7,45.5612596,-84.7048196
129,30,3769,148,997,905,1102,4.51,-8.89,9.97,153.13,8,45.561286,-84.7048437
129,30,3770,175,1128,1100,1280,1.73,-11.52,11.65,171.44,8,45.5612631,-84.7048802
129,30,3771,369,1202,1215,1376,-0.61,-12.48,12.5,182.81,-9,45.561255,-84.7049106
129,30,3772,349,757,794,939,-1.25,-8.06,8.15,188.78,5,45.5612949,-84.7049171
129,30,3773,80,403,489,592,-1.9,-4.52,4.9,202.87,11,45.561327,-84.7049242
129,30,3774,153,429,518,620,-2.06,-4.71,5.14,203.62,10,45.5613253,-84.7049262
129,30,3775,278,221,405,406,-2.74,-1.79,3.27,236.79,5,45.5613517,-84.7049339
129,30,3776,283,224,420,364,-3.12,-0.7,3.2,257.34,9,45.5613616,-84.7049384
129,30,3777,252,1440,1245,1315,13.03,2.5,13.27,79.14,9,45.5613862,-84.7047305
129,30,3778,87,1401,1206,1277,12.72,2.35,12.94,79.53,5,45.561385,-84.7047344
129,30,3779,114,1433,1240,1317,13.15,1.9,13.29,81.76,11,45.5613809,-84.7047291
130,30,2,386,551,747,700,-6.19,-1.93,6.49,252.66,11,45.5616918,-84.7078189
131,30,3397,144,1006,928,808,3.69,8.32,9.1,23.93,10,45.5614619,-84.7073134
132,30,3780,371,845,940,745,-4.4,7.02,8.29,327.9,-18,45.561334,-84.7041186
132,30,3781,387,1167,1187,997,-1.32,10.94,11.02,353.14,8,45.5613685,-84.7040777
132,30,3782,137,529,566,370,-1.12,4.69,4.83,346.54,6,45.5613123,-84.7040775
132,30,3783,375,326,218,167,1.38,1.59,2.11,40.91,15,45.5612837,-84.7040466
132,30,3784,81,657,546,462,3.27,4.44,5.52,36.33,5,45.5613089,-84.7040214
132,30,3785,91,808,642,650,6.13,3.33,6.98,61.54,7,45.5612981,-84.7039851
132,30,3786,331,1134,975,989,9.1,4.64,10.21,62.96,5,45.5613092,-84.7039467
132,30,3787,98,673,870,820,-7.58,-2.06,7.85,254.79,8,45.5612532,-84.7041626
132,30,3788,370,523,672,713,-4.37,-4.4,6.2,224.81,12,45.5612313,-84.7041224
132,30,3789,220,496,631,694,-3.69,-4.69,5.97,218.19,-11,45.5612285,-84.7041138
132,30,3790,90,716,735,929,-0.56,-7.84,7.86,184.09,1,45.5611994,-84.7040749
132,30,3791,303,347,414,530,-1.09,-3.99,4.14,195.24,-4,45.5612342,-84.7040802
132,30,3792,375,257,364,448,-1.43,-3.03,3.35,205.2,8,45.5612429,-84.7040842
132,30,3793,296,295,354,472,-0.75,-3.49,3.57,192.13,2,45.5612386,-84.7040757
132,30,3794,88,340,165,360,2.28,-1.62,2.8,125.44,6,45.5612546,-84.7040363
132,30,3795,473,633,446,604,5.14,-1.67,5.4,108.05,-18,45.5612534,-84.7039997
132,30,3796,144,947,774,950,7.64,-4.5,8.86,120.52,-14,45.5612273,-84.7039687
132,30,3797,199,1371,1197,1381,11.07,-7.01,13.1,122.34,1,45.5612039,-84.7039257
132,30,3798,101,1478,1324,1518,10.84,-9.47,14.39,131.14,12,45.5611818,-84.7039295
132,30,3799,357,1780,1613,1801,14.02,-9.95,17.19,125.36,4,45.5611767,-84.703889
132,30,55,374,386,271,227,1.9,1.96,2.73,44.15,18,45.5612869,-84.7040398
133,30,3800,141,1674,1687,1844,-1.01,-17.29,17.32,183.33,5,45.5611987,-84.7039223
133,30,3801,109,1366,1356,1529,0.77,-14.12,14.14,176.88,3,45.5612268,-84.7038985
133,30,3802,150,1048,1036,1207,0.79,-10.9,10.93,175.86,9,45.5612557,-84.703897
133,30,3803,266,928,912,1082,0.94,-9.6,9.64,174.43,13,45.5612674,-84.7038947
133,30,3804,328,921,883,1060,1.97,-9.21,9.42,167.93,-17,45.5612707,-84.7038813
133,30,3805,284,984,949,1123,1.92,-9.9,10.08,169.03,-13,45.5612645,-84.7038822
133,30,3806,154,370,440,555,-1.31,-4.25,4.45,197.06,5,45.5613161,-84.7039214
133,30,3846,125,705,737,882,-1.07,-7.62,7.7,187.96,5,45.5612857,-84.7039196
133,30,3807,286,1011,1019,835,-0.56,9.44,9.45,356.61,4,45.561439,-84.7039068
133,30,3808,197,818,773,620,1.62,7.12,7.3,12.82,2,45.5614176,-84.7038798
133,30,3809,85,1143,1125,957,0.95,10.7,10.75,5.06,4,45.56145,-84.7038871
133,30,3810,177,1383,1364,1197,1.17,13.06,13.11,5.1,5,45.5614712,-84.7038834
133,30,3811,165,1664,1575,1462,7,13.98,15.63,26.6,0,45.5614779,-84.7038084
133,30,3812,119,753,658,858,3.42,-6.7,7.52,152.99,5,45.5612928,-84.7038618
133,30,3813,114,1312,1212,1431,6,-11.71,13.16,152.87,1,45.5612471,-84.7038306
133,30,3814,380,1386,1315,1506,5.08,-12.91,13.88,158.52,7,45.5612365,-84.7038428
133,30,3815,99,1760,1677,1880,7.08,-16.25,17.72,156.45,3,45.561206,-84.7038184
133,30,56,146,877,830,1015,2.12,-8.78,9.03,166.43,1,45.5612745,-84.7038792
133,30,57,298,1054,895,1091,7.69,-6.43,10.02,129.9,-1,45.5612942,-84.703807
133,30,58,342,1300,1103,1253,11.64,-3.15,12.06,105.12,7,45.5613227,-84.7037552
133,30,59,317,961,810,779,6.45,5.34,8.37,50.38,8,45.5614003,-84.7038186
133,30,60,122,1994,1808,1801,15.81,9.91,18.66,57.94,6,45.561439,-84.703697
133,30,61,294,2123,1948,1932,16.36,11.34,19.91,55.26,3,45.5614518,-84.7036895
134,30,3817,96,1086,989,1220,4.69,-9.88,10.94,154.59,8,45.561305,-84.7037936
134,30,3818,165,1018,919,1119,4.89,-8.88,10.14,151.16,9,45.561314,-84.7037908
134,30,3819,83,301,332,470,-0.43,-3.56,3.59,186.81,8,45.5613631,-84.7038569
134,30,3820,101,1077,1023,872,2.55,9.55,9.88,14.98,4,45.5614803,-84.7038139
134,30,3821,109,1494,1499,1367,-0.67,14.51,14.53,357.36,2,45.5615258,-84.7038533
134,30,3822,209,1541,1558,1380,-1.49,14.81,14.88,354.25,6,45.5615287,-84.7038638
134,30,3823,145,1689,1706,1530,-1.61,16.33,16.41,354.36,5,45.5615423,-84.7038648
134,30,3824,173,1954,1936,1769,1.62,18.77,18.84,4.93,3,45.5615635,-84.7038225
134,30,3825,236,1269,1202,1071,3.98,11.03,11.73,19.82,11,45.5614933,-84.7037951
134,30,3826,141,1312,1200,1115,7,9.83,12.07,35.46,5,45.5614817,-84.7037568
134,30,3827,80,878,733,931,5.91,-6.05,8.46,135.71,7,45.5613391,-84.7037767
134,30,3828,140,1626,1482,1681,11.16,-11.38,15.94,135.55,-9,45.5612899,-84.7037114
134,30,3829,80,1633,1501,1708,10.11,-12.58,16.14,141.21,9,45.5612793,-84.7037252
134,30,3830,169,1850,1679,1886,13.98,-11.35,18,129.07,-12,45.5612894,-84.7036753
134,30,3831,98,1871,1709,1901,14.34,-11.32,18.27,128.28,9,45.5612896,-84.7036706
134,30,3832,145,1130,947,1138,9.09,-5.6,10.67,121.61,8,45.5613424,-84.7037358
134,30,3833,206,913,732,765,7.37,2.99,7.96,67.91,4,45.5614201,-84.7037546
134,30,3834,205,1137,940,1020,10.16,1.47,10.27,81.79,8,45.5614056,-84.7037195
134,30,3835,219,1449,1249,1390,13.29,-2.78,13.58,101.83,4,45.5613666,-84.703681
134,30,3836,286,1433,1244,1404,12.66,-4.72,13.51,110.43,10,45.5613494,-84.7036897
134,30,3816,91,1785,1703,1914,6.91,-16.62,18,157.43,-14,45.5612438,-84.7037677
134,30,3837,249,2225,2023,2146,21.12,-2.36,21.26,96.36,11,45.5613685,-84.7035805
134,30,3838,150,1776,1576,1663,16.63,1.56,16.7,84.64,2,45.5614048,-84.7036366
134,30,3839,249,1769,1573,1639,16.19,3.39,16.54,78.19,8,45.5614214,-84.7036416
134,30,3840,190,1554,1474,1356,5.95,13.29,14.56,24.12,10,45.561513,-84.7037691
134,30,3841,208,2116,2050,1913,6.41,19.17,20.21,18.48,8,45.5615659,-84.703761
135,30,3842,248,1482,1525,1328,-3.24,14,14.37,346.98,8,45.5615972,-84.7037298
135,30,3843,217,1340,1295,1148,2.89,12.22,12.56,13.31,8,45.5615796,-84.7036519
135,30,3844,76,893,878,708,0.6,8.23,8.26,4.14,6,45.5615444,-84.7036828
135,30,3845,100,649,643,467,0.11,5.82,5.82,1.06,11,45.5615228,-84.7036899
135,30,3847,102,908,834,707,3.07,7.54,8.14,22.16,8,45.5615374,-84.7036514
135,30,3848,120,942,843,745,4.36,7.19,8.41,31.25,10,45.561534,-84.7036349
135,30,3849,127,1324,1213,1128,7.05,9.96,12.2,35.31,10,45.5615582,-84.7035995
135,30,3850,195,1698,1619,1492,6.1,14.77,15.98,22.46,7,45.5616017,-84.7036099
135,30,3851,337,606,432,624,4.49,-2.96,5.38,123.34,3,45.5614427,-84.703637
135,30,3852,218,792,593,731,6.87,-1.17,6.97,99.68,-10,45.5614581,-84.7036059
135,30,62,292,533,543,357,-0.41,4.63,4.65,354.89,10,45.5615122,-84.703697
135,30,63,278,472,417,601,1.37,-4.62,4.82,163.47,6,45.5614285,-84.7036776
136,30,3853,89,513,690,691,-5.38,-3.23,6.27,239.02,11,45.5614875,-84.7035333
136,30,3854,89,233,130,312,1.02,-1.85,2.11,151.15,9,45.5614983,-84.7034509
136,30,3855,152,653,822,659,-6.25,3.27,7.05,297.62,5,45.5615462,-84.703542
136,30,3856,79,409,514,326,-2.54,3.22,4.1,321.72,-14,45.5615448,-84.7034946
136,30,3857,102,536,615,418,-2.38,4.62,5.19,332.7,7,45.5615573,-84.703492
136,30,3858,137,746,832,635,-3.53,6.42,7.33,331.18,7,45.5615739,-84.7035061
136,30,3859,70,1048,1116,919,-3.78,9.55,10.27,338.44,5,45.5616021,-84.7035081
136,30,3860,249,1083,1153,958,-4.12,9.73,10.56,337.07,10,45.5616038,-84.7035124
136,30,3861,292,1247,1291,1099,-2.97,11.66,12.03,345.72,7,45.5616208,-84.703497
136,30,3862,225,1062,1103,914,-2.39,9.92,10.2,346.45,-9,45.561605,-84.7034902
136,30,3863,83,1018,1058,869,-2.21,9.56,9.81,346.98,-12,45.5616017,-84.703488
136,30,3864,227,1207,1207,1029,-0.15,11.41,11.42,359.25,-7,45.5616179,-84.703461
136,30,3865,80,1269,1283,1102,-1.01,12.14,12.18,355.24,-11,45.5616247,-84.7034717
136,30,3866,89,905,872,715,1.42,8.17,8.29,9.83,8,45.5615883,-84.7034421
136,30,3867,93,743,748,569,-0.26,6.84,6.85,357.84,6,45.5615768,-84.703464
136,30,3868,95,474,446,281,0.58,3.91,3.95,8.4,6,45.5615502,-84.7034544
136,30,3869,78,389,371,198,0.28,3.12,3.13,5.06,9,45.5615432,-84.7034585
136,30,3870,179,542,454,653,2.32,-4.88,5.4,154.59,12,45.5614707,-84.7034353
136,30,3871,221,775,606,783,6.09,-3.71,7.13,121.32,-15,45.5614803,-84.7033866
136,30,3872,229,543,400,369,3.26,2.73,4.25,50.06,3,45.5615389,-84.7034205
136,30,3873,198,556,388,407,3.93,1.99,4.4,63.15,6,45.5615321,-84.7034122
136,30,3874,75,775,678,583,3.61,5.73,6.78,32.23,10,45.5615658,-84.7034149
136,30,3875,69,1071,1029,877,2.18,9.68,9.93,12.7,5,45.5616017,-84.7034317
136,30,3876,72,1202,1155,1009,2.78,10.87,11.22,14.34,7,45.5616122,-84.7034237
136,30,3877,199,1170,1113,975,3.15,10.33,10.8,16.94,7,45.5616073,-84.7034192
136,30,3878,137,1387,1324,1193,4.27,12.26,12.98,19.2,11,45.5616244,-84.7034041
136,30,3879,69,1342,1246,1144,6.23,10.78,12.45,30.01,8,45.5616106,-84.7033795
136,30,3880,81,1486,1378,1290,7.79,11.46,13.86,34.22,8,45.5616162,-84.7033592
136,30,3881,62,1679,1544,1489,10.99,11.26,15.73,44.31,7,45.5616136,-84.7033184
136,30,3882,203,1322,1202,1131,7.69,9.39,12.14,39.34,8,45.5615976,-84.7033613
136,30,3883,73,1133,971,969,8.78,5.26,10.24,59.09,-10,45.5615602,-84.7033488
136,30,3884,102,791,611,649,6.37,2.38,6.8,69.5,7,45.561535,-84.7033808
136,30,3885,100,798,607,674,6.73,1.49,6.9,77.55,4,45.5615268,-84.7033765
136,30,3886,232,1059,863,990,9.56,-1.23,9.64,97.31,11,45.5615017,-84.7033413
136,30,3921,132,1571,1411,1396,12.01,8.26,14.57,55.49,7,45.5615864,-84.7033064
136,30,3887,241,1380,1203,1376,11.55,-6.2,13.11,118.22,-16,45.5614565,-84.7033176
