Haglof_Plot_ID,PlotID
101,D01
102,D01
103,D01
104,D01
106,D01
107,D01
108,D01
109,D01
110,D01
111,D01
124,D02
125,D02
126,D02
127,D02
128,D02
129,D02
115,D03
116,D03
117,D03
118,D03
119,D03
120,D03
121,D03
122,D03
123,D03
130,D01
131,D01
132,D04
133,D04
134,D04
135,D04
136,D04
137,D04
138,D04
139,D04
