Layer Title, Color, Specimen ID
Layer 1, Blue, DO1E_ACRU_CAN02_07222018

Mode, Integration Time, Boxcar Width, Scans to Average
Reflectance,450 ms,10,3

Wavelength, Raw Spectrometer Data, Calibrated and Averaged Data
345.21991,1598.7809375,0%
345.435498861008,1516.8621875,100%
345.651076862504,1599.46359375,100%
345.866644002202,3564.14828125,0%
346.082200277813,3359.35140625,100%
346.297745687047,3252.174375,0%
346.513280227618,4015.3840625,0%
346.728803897236,3502.70921875,100%
346.944316693613,3244.66515625,100%
347.15981861446,3929.369375,0%
347.37530965749,3263.03186011905,100%
347.590789820413,3370.59898065476,100%
347.806259100942,3479.14132440476,100%
348.021717496787,3576.72866071429,100%
348.237165005661,3569.18693452381,100%
348.452601625276,3607.22063988095,100%
348.668027353342,3663.88110863095,100%
348.883442187571,3632.34889136905,100%
349.098846125676,3630.3659375,100%
349.314239165367,3689.30192708333,100%
349.529621304356,3675.35623511905,100%
349.744992540355,3708.7413764881,100%
349.960352871075,3725.1251264881,100%
350.175702294228,3737.77052083333,100%
350.391040807526,3739.94851934524,100%
350.606368408679,3757.20997023809,100%
350.821685095401,3789.58738095238,100%
351.036990865402,3807.40145833333,100%
351.252285716393,3827.39353422619,100%
351.467569646088,3798.46191220238,100%
351.682842652196,3779.90016369048,100%
351.89810473243,3794.88609375,100%
352.113355884501,3803.17549107143,100%
352.328596106122,3793.68331845238,100%
352.543825395002,3779.0549702381,100%
352.759043748855,3804.05319196429,100%
352.974251165392,3783.57350446429,100%
353.189447642324,3745.40976934524,100%
353.404633177362,3771.38321428571,100%
353.619807768219,3760.52572916667,100%
353.834971412607,3712.08964285714,100%
354.050124108236,3696.58359375,100%
354.265265852818,3660.9554389881,100%
354.480396644065,3652.04840029762,100%
354.695516479689,3678.86703869048,100%
354.9106253574,3672.59310267857,100%
355.125723274911,3655.36415922619,100%
355.340810229934,3657.83472470238,100%
355.555886220179,3657.47714285714,100%
355.770951243359,3649.54532738095,100%
355.986005297185,3667.81450892857,100%
356.201048379369,3681.89023065476,100%
356.416080487621,3686.76634672619,100%
356.631101619655,3666.18913690476,100%
356.846111773181,3651.98338541667,100%
357.061110945911,3665.89656994048,100%
357.276099135557,3668.30212053571,100%
357.49107633983,3673.47080357143,100%
357.706042556441,3677.95683035714,100%
357.920997783104,3661.24800595238,100%
358.135942017528,3697.3962797619,100%
358.350875257425,3711.30946428571,100%
358.565797500508,3710.59430059524,100%
358.780708744488,3725.19014136905,100%
358.995608987076,3768.1324702381,100%
359.210498225985,3742.67914434524,100%
359.425376458925,3727.49816964286,100%
359.640243683608,3751.26110863095,100%
359.855099897745,3747.81531994048,100%
360.06994509905,3730.71640625,100%
360.284779285232,3716.41313244048,100%
360.499602454003,3706.14078125,100%
360.714414603076,3742.80917410714,100%
360.929215730162,3723.75981398809,100%
361.144005832972,3712.34970238095,100%
361.358784909218,3733.51204613095,100%
361.573552956612,3716.90074404762,100%
361.788309972865,3703.15009672619,100%
362.003055955688,3677.07912946429,100%
362.217790902794,3683.58061755952,100%
362.432514811894,3711.89459821429,100%
362.647227680699,3693.95049107143,100%
362.861929506922,3671.71540178572,100%
363.076620288273,3686.73383928572,100%
363.291300022465,3690.63473214286,100%
363.505968707208,3666.09161458333,100%
363.720626340215,3652.40598214286,100%
363.935272919197,3707.50609375,100%
364.149908441866,3689.8870610119,100%
364.364532905934,3682.05276785714,100%
364.579146309111,3699.76932291667,100%
364.79374864911,3716.41313244048,100%
365.008339923641,3721.45178571429,100%
365.222920130418,3693.62541666667,100%
365.437489267151,3701.97982886905,100%
365.652047331552,3723.59727678571,100%
365.866594321332,3718.98122023809,100%
366.081130234203,3714.26764136905,100%
366.295655067877,3707.44107886905,100%
366.510168820066,3712.67477678571,100%
366.72467148848,3685.46604910714,100%
366.939163070832,3666.09161458333,100%
367.153643564833,3660.59785714286,100%
367.368112968194,3691.60995535714,100%
367.582571278628,3690.47219494048,100%
367.797018493846,3676.03889136905,100%
368.011454611559,3648.57010416667,100%
368.225879629479,3664.3687202381,100%
368.440293545318,3634.75444196429,100%
368.654696356787,3633.84423363095,100%
368.869088061598,3639.14294642857,100%
369.083468657462,3646.71718005952,100%
369.297838142092,3673.27575892857,100%
369.512196513198,3672.85316220238,100%
369.726543768492,3661.18299107143,100%
369.940879905687,3691.2523735119,100%
370.155204922492,3689.04186755952,100%
370.369518816621,3697.78636904762,95.8152448258453%
370.583821585784,3728.73345238095,95.09721466383%
370.798113227694,3699.83433779762,93.6234817813766%
371.012393740062,3751.84624255952,93.9381053626268%
371.226663120598,3767.77488839286,91.6151522193816%
371.440921367016,3753.2440625,91.3504748668056%
371.655168477027,3786.85675595238,93.0581180811808%
371.869404448341,3780.38777529762,92.1319102353584%
372.083629278672,3794.04090029762,89.7759803698823%
372.29784296573,3804.9959077381,88.7550744248986%
372.512045507227,3829.1489360119,90.4439936894298%
372.726236900874,3839.58382440476,90.2038808906375%
372.940417144384,3837.76340773809,89.5059244355019%
373.154586235468,3844.10235863095,89.9192649092287%
373.368744171837,3853.20444196429,91.3035706305581%
373.582890951202,3860.9737202381,91.5655123170296%
373.797026571277,3821.70473214286,89.7581407917848%
374.011151029772,3809.74199404762,90.7694392987846%
374.225264324398,3825.41058035714,92.0783568584872%
374.439366452868,3811.78996279762,91.6610046654889%
374.653457412893,3795.34119791667,91.3086822548486%
374.867537202184,3771.1231547619,92.0789390304622%
375.081605818454,3777.9497172619,92.8149695703516%
375.295663259413,3822.12732886905,94.5792180601703%
375.509709522774,3778.33980654762,93.1290027447391%
375.723744606248,3787.01929315476,93.8094798115125%
375.937768507546,3807.59650297619,94.5604370168048%
376.15178122438,3789.09976934524,93.797088051768%
376.365782754462,3774.04882440476,92.593278400148%
376.579773095504,3765.27181547619,92.9002812226269%
376.793752245216,3778.95744791667,95.366885078303%
377.007720201311,3780.6803422619,95.2091924199602%
377.2216769615,3772.29342261905,93.719223264889%
377.435622523495,3767.93742559524,93.2432432432433%
377.649556885007,3777.88470238095,94.2687563757767%
377.863480043748,3744.62959077381,93.2491613865076%
378.07739199743,3727.40064732143,92.2709126357814%
378.291292743764,3731.36655505952,92.4813077601821%
378.505182280461,3747.7828125,94.380180770852%
378.719060605234,3750.44842261905,94.7621290626473%
378.932927715794,3730.74891369048,93.9703724738511%
379.146783609852,3752.46388392857,94.2897930049965%
379.36062828512,3754.41433035714,95.577725550386%
379.57446173931,3725.97031994048,94.2616315062622%
379.788283970133,3722.6545610119,93.0130378719137%
380.002094975302,3738.87577380952,92.7330398144203%
380.215894752526,3763.58142857143,94.6465501034028%
380.429683299519,3783.47598214286,95.7923008057295%
380.643460613992,3761.20838541667,94.2573605493369%
380.857226693655,3761.53345982143,93.7432679248816%
381.070981536222,3779.25001488095,94.8700092850509%
381.284725139403,3740.82622023809,92.2714592765354%
381.49845750091,3726.23037946429,90.3675538656528%
381.712178618455,3726.62046875,89.541547277937%
381.925888489749,3726.4904389881,89.6428411783111%
382.139587112504,3741.73642857143,89.3203455571226%
382.353274484432,3759.77805803571,88.0342996430747%
382.566950603243,3759.84307291667,85.6370322301536%
382.780615466651,3865.52476190476,85.3562507937851%
382.994269072365,3834.25260416667,82.9683393818045%
383.207911418098,3822.3223735119,80.9254245631307%
383.421542501562,3820.76201636905,79.9506851529973%
383.635162320468,3825.34556547619,79.3872754073543%
383.848770872527,3849.27104166667,78.4414773170921%
384.062368155452,3861.88392857143,77.7597088318427%
384.275954166954,3857.20285714286,75.8384146341463%
384.489528904744,3856.42267857143,75.4207113676398%
384.703092366534,3788.31959077381,72.3175094979899%
384.916644550035,3758.73781994048,69.8955331412104%
385.13018545296,3771.05813988095,68.8002835371257%
385.34371507302,3777.88470238095,68.3423058099699%
385.557233407926,3773.46369047619,67.466924591523%
385.77074045539,3802.98044642857,66.0879038572839%
385.984236213123,3806.42623511905,65.1646388729736%
386.197720678838,3812.27757440476,65.1632970451011%
386.411193850246,3830.41672619048,64.8029092798233%
386.624655725058,3817.60879464286,61.7813894200128%
386.838106300986,3834.48015625,60.6714853405926%
387.051545575742,3846.86549107143,61.3327177593106%
387.264973547037,3744.27200892857,60.0194611688864%
387.478390212582,3770.73306547619,59.1490503592832%
387.69179557009,3777.07201636905,58.1463956069634%
387.905189617272,3782.66329613095,57.3956690090348%
388.11857235184,3782.40323660714,56.6044133020654%
388.331943771505,3780.77786458333,54.5565511693067%
388.545303873978,3786.56418898809,53.0707246692437%
388.758652656972,3815.13822916667,53.8930155506868%
388.971990118198,3804.5733110119,52.486852777269%
389.185316255368,3827.58857886905,51.6699964141182%
389.398631066192,3822.15983630952,50.3511235955056%
389.611934548384,3806.32871279762,49.2472907370175%
389.825226699653,3811.36736607143,48.4981737793157%
390.038507517713,3817.90136160714,46.6993922393642%
390.251777000274,3811.49739583333,46.0566020482809%
390.465035145049,3857.04031994048,45.9609156895589%
390.678281949748,3857.0078125,44.9837975126993%
390.891517412083,3848.42584821429,43.4156687161251%
391.104741529767,3848.55587797619,42.5693118139652%
391.31795430051,3826.19075892857,41.9897540983607%
391.531155722024,3827.7836235119,41.080723952911%
391.74434579202,3805.74357886905,39.9458494378937%
391.957524508211,3810.91226190476,39.2678996239736%
392.170691868309,3813.90294642857,38.7991936851227%
392.383847870023,3812.21255952381,37.9694738202019%
392.596992511067,3796.73901785714,36.935184684928%
392.810125789151,3802.55784970238,36.4800900916753%
393.023247701988,3810.94476934524,36.4988381099922%
393.236358247288,3774.63395833333,35.3717006207628%
393.449457422764,3770.24545386905,34.4878250103178%
