"Obs","HHMMSS","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","CsMchSD","HsMchSD","CrMchSD","HrMchSD","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","Filename","Tree_ID","Sample","Filename_date","Timestamp","Comments","final_ID","Subplot","Filename_2018","Species","girdled","Year"
5,"08:56:03",200.5,0,3.81,0.112,339,0.899,0.806,24.57,6,1.42,1,2.84,26.39,24.57,25.07,405.05,400.06,22.087,23.14,63.34,66.36,500.2,2000,1,99.04,0.552,-0.057,0.034,0.00179,0.0506,0.00297,1,-0.22,2.74,1,0,0.16,111115,"1WA2_01_20210804","1WA2",1,"20210804",2021-08-04 08:54:06,"08:54:08 ; ","1WA2","D01W","D01W_acru_can04_07232018","acru","N",2021
1,"09:08:08",192.5,0,8.76,0.363,352,2.26,0.674,24.91,6,1.42,1,2.84,26.32,24.91,25.06,410.47,398.88,22.492,25.13,64.79,72.39,500.3,2000,144,99.02,0.424,-0.0577,0.0344,0.00166,0.0245,0.00113,0.7,-0.22,2.74,1,0,0.16,111115,"1WA2_02_20210804","1WA2",2,"20210804",2021-08-04 09:05:56,"09:05:57 ; ","1WA2","D01W","D01W_acru_can05_07232018","acru","N",2021
2,"09:08:09",193,0,8.82,0.364,352,2.26,0.673,24.9,6,1.42,1,2.84,26.32,24.9,25.06,410.46,398.81,22.491,25.129,64.78,72.38,500.3,2000,144,99.02,0.424,-0.0577,0.0344,0.00166,0.0245,0.00113,0.7,-0.22,2.74,1,0,0.16,111115,"1WA2_02_20210804","1WA2",2,"20210804",2021-08-04 09:05:56,"09:05:57 ; ","1WA2","D01W","D01W_acru_can05_07232018","acru","N",2021
3,"09:08:10",194,0,8.93,0.363,351,2.25,0.673,24.9,6,1.42,1,2.84,26.31,24.9,25.06,410.46,398.67,22.492,25.128,64.79,72.39,500.3,2000,144,99.02,0.424,-0.0577,0.0344,0.00166,0.0245,0.00113,0.7,-0.22,2.74,1,0,0.16,111115,"1WA2_02_20210804","1WA2",2,"20210804",2021-08-04 09:05:56,"09:05:57 ; ","1WA2","D01W","D01W_acru_can05_07232018","acru","N",2021
4,"09:08:11",194.5,0,8.98,0.364,351,2.26,0.672,24.9,6,1.42,1,2.84,26.31,24.9,25.06,410.47,398.62,22.489,25.126,64.79,72.38,500.3,2000,144,99.02,0.424,-0.0577,0.0344,0.00166,0.0245,0.00113,0.7,-0.22,2.74,1,0,0.16,111115,"1WA2_02_20210804","1WA2",2,"20210804",2021-08-04 09:05:56,"09:05:57 ; ","1WA2","D01W","D01W_acru_can05_07232018","acru","N",2021
5,"09:08:11",195,0,9.04,0.365,351,2.26,0.67,24.89,6,1.42,1,2.84,26.31,24.89,25.05,410.5,398.58,22.49,25.127,64.79,72.39,500.3,2000,145,99.02,0.424,-0.0577,0.0344,0.00166,0.0245,0.00113,0.7,-0.22,2.74,1,0,0.16,111115,"1WA2_02_20210804","1WA2",2,"20210804",2021-08-04 09:05:56,"09:05:57 ; ","1WA2","D01W","D01W_acru_can05_07232018","acru","N",2021
1,"09:02:31",209,0,8.9,0.26,337,1.78,0.718,24.75,6,1.42,1,2.84,26.44,24.75,25.06,411.94,400.42,22.299,24.377,63.76,69.7,500.3,2001,202,99.02,0.424,-0.0577,0.0344,0.00166,0.0245,0.00113,0.7,-0.22,2.74,1,0,0.16,111115,"1WA2_03_20210804","1WA2",3,"20210804",2021-08-04 08:59:50,"08:59:51 ; ","1WA2","D01W","D01W_acru_can06_07232018","acru","N",2021
2,"09:02:31",209.5,0,8.9,0.259,337,1.78,0.72,24.75,6,1.42,1,2.84,26.44,24.75,25.06,411.93,400.4,22.297,24.374,63.75,69.69,500.3,2001,202,99.02,0.424,-0.0577,0.0344,0.00166,0.0245,0.00113,0.7,-0.22,2.74,1,0,0.16,111115,"1WA2_03_20210804","1WA2",3,"20210804",2021-08-04 08:59:50,"08:59:51 ; ","1WA2","D01W","D01W_acru_can06_07232018","acru","N",2021
3,"09:02:32",210.5,0,8.89,0.257,336,1.77,0.722,24.76,6,1.42,1,2.84,26.44,24.76,25.06,411.92,400.4,22.297,24.369,63.75,69.68,500.3,2001,202,99.02,0.424,-0.0577,0.0344,0.00166,0.0245,0.00113,1,-0.22,2.74,1,0,0.16,111115,"1WA2_03_20210804","1WA2",3,"20210804",2021-08-04 08:59:50,"08:59:51 ; ","1WA2","D01W","D01W_acru_can06_07232018","acru","N",2021
4,"09:02:33",211,0,8.89,0.257,336,1.77,0.723,24.77,6,1.42,1,2.84,26.44,24.77,25.06,411.92,400.41,22.298,24.367,63.75,69.67,500.3,2001,202,99.02,0.424,-0.0577,0.0344,0.00166,0.0245,0.00113,1,-0.22,2.74,1,0,0.16,111115,"1WA2_03_20210804","1WA2",3,"20210804",2021-08-04 08:59:50,"08:59:51 ; ","1WA2","D01W","D01W_acru_can06_07232018","acru","N",2021
5,"09:02:33",211.5,0,8.87,0.256,336,1.77,0.723,24.76,6,1.42,1,2.84,26.44,24.76,25.05,411.88,400.4,22.297,24.363,63.75,69.66,500.4,2001,203,99.02,0.424,-0.0577,0.0344,0.00166,0.0245,0.00113,1,-0.22,2.74,1,0,0.16,111115,"1WA2_03_20210804","1WA2",3,"20210804",2021-08-04 08:59:50,"08:59:51 ; ","1WA2","D01W","D01W_acru_can06_07232018","acru","N",2021
1,"08:47:10",206,0,11.2,0.247,318,1.78,0.754,24.76,6,1.42,1,2.84,26.38,24.76,25.06,414.55,400.32,21.976,24.058,63.03,69,500.3,2000,82,98.96,0.727,-0.0547,0.0489,0.000899,0.0313,0.0022,0.7,-0.22,2.74,1,0,0.16,111115,"1WA3_01_20210804","1WA3",1,"20210804",2021-08-04 08:46:05,"08:46:06 ; ","1WA3","D01W","D01W_acru_can07_07232018","acru","N",2021
2,"08:47:11",207,0,11.1,0.246,318,1.78,0.755,24.77,6,1.42,1,2.84,26.38,24.77,25.06,414.5,400.29,21.976,24.056,63.03,69,500.4,2000,78,98.96,0.727,-0.0547,0.0489,0.000899,0.0313,0.0022,1,-0.22,2.74,1,0,0.16,111115,"1WA3_01_20210804","1WA3",1,"20210804",2021-08-04 08:46:05,"08:46:06 ; ","1WA3","D01W","D01W_acru_can07_07232018","acru","N",2021
3,"08:47:11",207.5,0,11.1,0.246,318,1.78,0.756,24.77,6,1.42,1,2.84,26.38,24.77,25.06,414.5,400.29,21.975,24.057,63.03,69,500.4,2000,75,98.96,0.727,-0.0547,0.0489,0.000899,0.0313,0.0022,1,-0.22,2.74,1,0,0.16,111115,"1WA3_01_20210804","1WA3",1,"20210804",2021-08-04 08:46:05,"08:46:06 ; ","1WA3","D01W","D01W_acru_can07_07232018","acru","N",2021
4,"08:47:12",208,0,11.2,0.246,318,1.78,0.755,24.77,6,1.42,1,2.84,26.38,24.77,25.05,414.49,400.27,21.976,24.057,63.03,69,500.4,2000,73,98.95,0.727,-0.0547,0.0489,0.000899,0.0313,0.0022,1,-0.22,2.74,1,0,0.16,111115,"1WA3_01_20210804","1WA3",1,"20210804",2021-08-04 08:46:05,"08:46:06 ; ","1WA3","D01W","D01W_acru_can07_07232018","acru","N",2021
5,"08:47:13",208.5,0,11.2,0.246,318,1.78,0.755,24.77,6,1.42,1,2.84,26.38,24.77,25.05,414.48,400.25,21.976,24.057,63.03,69,500.4,2000,71,98.95,0.727,-0.0547,0.0489,0.000899,0.0313,0.0022,1,-0.22,2.74,1,0,0.16,111115,"1WA3_01_20210804","1WA3",1,"20210804",2021-08-04 08:46:05,"08:46:06 ; ","1WA3","D01W","D01W_acru_can07_07232018","acru","N",2021
1,"08:34:56",238,0,10.5,0.216,313,1.6,0.769,24.58,6,1.42,1,2.84,26.04,24.58,25.06,413.58,400.25,21.683,23.559,63.43,68.92,500.3,1999,142,98.96,1.89,-0.0424,0.0462,0.0113,0.0541,0.0117,1,-0.22,2.74,1,0,0.16,111115,"1WA3_02_20210804","1WA3",2,"20210804",2021-08-04 08:32:10,"08:32:11 ; ","1WA3","D01W","D01W_acru_can08_07232018","acru","N",2021
2,"08:34:56",239,0,10.4,0.216,314,1.6,0.768,24.57,6,1.42,1,2.84,26.04,24.57,25.06,413.41,400.22,21.686,23.56,63.44,68.92,500.3,1999,142,98.96,1.89,-0.0424,0.0462,0.0113,0.0541,0.0117,1,-0.22,2.74,1,0,0.16,111115,"1WA3_02_20210804","1WA3",2,"20210804",2021-08-04 08:32:10,"08:32:11 ; ","1WA3","D01W","D01W_acru_can08_07232018","acru","N",2021
3,"08:34:57",239.5,0,10.3,0.216,314,1.6,0.768,24.57,6,1.42,1,2.84,26.04,24.57,25.06,413.32,400.18,21.686,23.561,63.44,68.92,500.3,1999,142,98.96,1.89,-0.0424,0.0462,0.0113,0.0541,0.0117,1,-0.22,2.74,1,0,0.16,111115,"1WA3_02_20210804","1WA3",2,"20210804",2021-08-04 08:32:10,"08:32:11 ; ","1WA3","D01W","D01W_acru_can08_07232018","acru","N",2021
4,"08:34:58",240.5,0,10.2,0.216,315,1.6,0.766,24.56,6,1.42,1,2.84,26.04,24.56,25.06,413.15,400.11,21.686,23.56,63.44,68.92,500.3,1999,142,98.96,1.89,-0.0424,0.0462,0.0113,0.0541,0.0117,1,-0.22,2.74,1,0,0.16,111115,"1WA3_02_20210804","1WA3",2,"20210804",2021-08-04 08:32:10,"08:32:11 ; ","1WA3","D01W","D01W_acru_can08_07232018","acru","N",2021
5,"08:34:59",241,0,10.2,0.216,315,1.6,0.765,24.56,6,1.42,1,2.84,26.04,24.56,25.06,413.07,400.07,21.688,23.561,63.45,68.92,500.3,1999,142,98.96,1.89,-0.0424,0.0462,0.0113,0.0541,0.0117,0.7,-0.22,2.74,1,0,0.16,111115,"1WA3_02_20210804","1WA3",2,"20210804",2021-08-04 08:32:10,"08:32:11 ; ","1WA3","D01W","D01W_acru_can08_07232018","acru","N",2021
1,"08:41:04",190.5,0,11.9,0.249,314,1.88,0.789,24.92,6,1.42,1,2.84,26.13,24.92,25.06,415.34,400.22,21.809,24.005,63.45,69.84,500.6,1999,138,98.95,1.21,-0.0377,0.0828,0.000775,0.0769,0.00159,0.7,-0.22,2.74,1,0,0.16,111115,"1WA3_03_20210804","1WA3",3,"20210804",2021-08-04 08:38:35,"08:38:36 ; ","1WA3","D01W","D01W_acru_can09_07232018","acru","N",2021
2,"08:41:05",191,0,11.9,0.249,314,1.88,0.788,24.91,6,1.42,1,2.84,26.14,24.91,25.06,415.33,400.19,21.81,24.005,63.45,69.83,500.6,1999,138,98.95,1.21,-0.0377,0.0828,0.000775,0.0769,0.00159,0.3,-0.22,2.74,1,0,0.16,111115,"1WA3_03_20210804","1WA3",3,"20210804",2021-08-04 08:38:35,"08:38:36 ; ","1WA3","D01W","D01W_acru_can09_07232018","acru","N",2021
3,"08:41:06",192,0,11.9,0.248,313,1.87,0.789,24.92,6,1.42,1,2.84,26.14,24.92,25.06,415.34,400.18,21.813,24.004,63.45,69.83,500.6,1999,138,98.95,1.21,-0.0377,0.0828,0.000775,0.0769,0.00159,0.3,-0.22,2.74,1,0,0.16,111115,"1WA3_03_20210804","1WA3",3,"20210804",2021-08-04 08:38:35,"08:38:36 ; ","1WA3","D01W","D01W_acru_can09_07232018","acru","N",2021
4,"08:41:07",193,0,12,0.248,313,1.87,0.79,24.92,6,1.42,1,2.84,26.14,24.92,25.06,415.42,400.18,21.81,24.004,63.44,69.83,500.4,1999,138,98.95,1.21,-0.0377,0.0828,0.000775,0.0769,0.00159,0.3,-0.22,2.74,1,0,0.16,111115,"1WA3_03_20210804","1WA3",3,"20210804",2021-08-04 08:38:35,"08:38:36 ; ","1WA3","D01W","D01W_acru_can09_07232018","acru","N",2021
5,"08:41:08",193.5,0,12,0.248,313,1.87,0.79,24.92,6,1.42,1,2.84,26.14,24.92,25.06,415.43,400.17,21.809,24.003,63.44,69.82,500.3,1999,137,98.95,1.21,-0.0377,0.0828,0.000775,0.0769,0.00159,0.3,-0.22,2.74,1,0,0.16,111115,"1WA3_03_20210804","1WA3",3,"20210804",2021-08-04 08:38:35,"08:38:36 ; ","1WA3","D01W","D01W_acru_can09_07232018","acru","N",2021
1,"08:52:09",198.5,0,17.1,0.588,340,4.16,0.824,24.48,6,1.42,1,2.84,25.22,24.48,25.06,422.13,399.61,17.906,22.78,55.12,70.12,500.4,2000,964,99.19,-1.2,0.0104,0.0571,0.00137,0.0731,0.00179,0.7,-0.22,2.74,1,0,0.16,111115,"1WP1_01_20210802","1WP1",1,"20210802",2021-08-02 08:49:54,"08:49:55 ; ","1WP1","D01W","D01W_pogr_can01_07232018","pogr","N",2021
2,"08:52:10",199.5,0,17.1,0.589,340,4.16,0.823,24.48,6,1.42,1,2.84,25.23,24.48,25.06,421.95,399.49,17.91,22.782,55.12,70.12,500.4,2000,964,99.19,-1.2,0.0104,0.0571,0.00137,0.0731,0.00179,0.7,-0.22,2.74,1,0,0.16,111115,"1WP1_01_20210802","1WP1",1,"20210802",2021-08-02 08:49:54,"08:49:55 ; ","1WP1","D01W","D01W_pogr_can01_07232018","pogr","N",2021
3,"08:52:11",200.5,0,17.1,0.588,340,4.16,0.824,24.49,6,1.42,1,2.84,25.23,24.49,25.07,421.85,399.37,17.911,22.781,55.12,70.11,500.4,2000,967,99.19,-1.2,0.0104,0.0571,0.00137,0.0731,0.00179,0.7,-0.22,2.74,1,0,0.16,111115,"1WP1_01_20210802","1WP1",1,"20210802",2021-08-02 08:49:54,"08:49:55 ; ","1WP1","D01W","D01W_pogr_can01_07232018","pogr","N",2021
4,"08:52:12",201,0,17.1,0.587,339,4.16,0.824,24.49,6,1.42,1,2.84,25.23,24.49,25.06,421.87,399.32,17.911,22.782,55.12,70.11,500.4,2000,967,99.19,-1.2,0.0104,0.0571,0.00137,0.0731,0.00179,0.7,-0.22,2.74,1,0,0.16,111115,"1WP1_01_20210802","1WP1",1,"20210802",2021-08-02 08:49:54,"08:49:55 ; ","1WP1","D01W","D01W_pogr_can01_07232018","pogr","N",2021
5,"08:52:13",202,0,17.3,0.586,339,4.16,0.826,24.5,6,1.42,1,2.84,25.23,24.5,25.06,421.97,399.23,17.911,22.782,55.12,70.11,500.4,2000,968,99.19,-1.2,0.0104,0.0571,0.00137,0.0731,0.00179,0.7,-0.22,2.74,1,0,0.16,111115,"1WP1_01_20210802","1WP1",1,"20210802",2021-08-02 08:49:54,"08:49:55 ; ","1WP1","D01W","D01W_pogr_can01_07232018","pogr","N",2021
1,"08:57:52",181,0,17.1,0.54,336,4.17,0.885,24.99,6,1.42,1,2.84,25.46,24.99,25.06,422.52,400.01,18.244,23.123,55.36,70.17,500.4,1999,588,99.17,-1.65,0.0113,0.0365,0.00192,0.0235,0.00161,1,-0.22,2.74,1,0,0.16,111115,"1WP1_02_20210802","1WP1",2,"20210802",2021-08-02 08:55:41,"08:55:42 ; ","1WP1","D01W","D01W_pogr_can02_07232018","pogr","N",2021
2,"08:57:53",181.5,0,17.1,0.542,336,4.17,0.884,24.98,6,1.42,1,2.84,25.46,24.98,25.06,422.5,400.02,18.242,23.124,55.35,70.17,500.4,1999,548,99.17,-1.65,0.0113,0.0365,0.00192,0.0235,0.00161,1,-0.22,2.74,1,0,0.16,111115,"1WP1_02_20210802","1WP1",2,"20210802",2021-08-02 08:55:41,"08:55:42 ; ","1WP1","D01W","D01W_pogr_can02_07232018","pogr","N",2021
3,"08:57:54",182.5,0,17.1,0.543,336,4.17,0.882,24.97,6,1.42,1,2.84,25.46,24.97,25.06,422.53,400.02,18.243,23.123,55.35,70.16,500.4,1999,483,99.17,-1.65,0.0113,0.0365,0.00192,0.0235,0.00161,1,-0.22,2.74,1,0,0.16,111115,"1WP1_02_20210802","1WP1",2,"20210802",2021-08-02 08:55:41,"08:55:42 ; ","1WP1","D01W","D01W_pogr_can02_07232018","pogr","N",2021
4,"08:57:54",183,0,17.2,0.543,336,4.17,0.881,24.97,6,1.42,1,2.84,25.46,24.97,25.06,422.61,400,18.241,23.124,55.35,70.17,500.4,1999,466,99.17,-1.65,0.0113,0.0365,0.00192,0.0235,0.00161,1,-0.22,2.74,1,0,0.16,111115,"1WP1_02_20210802","1WP1",2,"20210802",2021-08-02 08:55:41,"08:55:42 ; ","1WP1","D01W","D01W_pogr_can02_07232018","pogr","N",2021
5,"08:57:55",184,0,17.3,0.545,336,4.17,0.88,24.97,6,1.42,1,2.84,25.46,24.97,25.07,422.71,400.01,18.238,23.124,55.34,70.16,500.4,1999,459,99.17,-1.65,0.0113,0.0365,0.00192,0.0235,0.00161,1,-0.22,2.74,1,0,0.16,111115,"1WP1_02_20210802","1WP1",2,"20210802",2021-08-02 08:55:41,"08:55:42 ; ","1WP1","D01W","D01W_pogr_can02_07232018","pogr","N",2021
1,"09:02:45",182,0,21.2,0.611,329,4.1,0.786,24.53,6,1.42,1,2.84,25.32,24.53,25.06,427.33,399.9,18.446,23.242,56.45,71.12,500.4,2000,93,99.18,-1.95,0.0225,0.093,0.0025,0.0916,0.00093,0.7,-0.22,2.74,1,0,0.16,111115,"1WP1_03_20210802","1WP1",3,"20210802",2021-08-02 09:00:21,"09:00:22 ; ","1WP1","D01W","D01W_pogr_can03_07232018","pogr","N",2021
2,"09:02:45",182.5,0,21.2,0.611,329,4.1,0.786,24.53,6,1.42,1,2.84,25.32,24.53,25.06,427.32,399.89,18.446,23.242,56.45,71.13,500.4,2000,93,99.18,-1.95,0.0225,0.093,0.0025,0.0916,0.00093,0.7,-0.22,2.74,1,0,0.16,111115,"1WP1_03_20210802","1WP1",3,"20210802",2021-08-02 09:00:21,"09:00:22 ; ","1WP1","D01W","D01W_pogr_can03_07232018","pogr","N",2021
3,"09:02:46",183.5,0,21.2,0.612,330,4.1,0.784,24.52,6,1.42,1,2.84,25.32,24.52,25.06,427.3,399.92,18.446,23.243,56.45,71.13,500.4,2000,91,99.18,-1.95,0.0225,0.093,0.0025,0.0916,0.00093,0.3,-0.22,2.74,1,0,0.16,111115,"1WP1_03_20210802","1WP1",3,"20210802",2021-08-02 09:00:21,"09:00:22 ; ","1WP1","D01W","D01W_pogr_can03_07232018","pogr","N",2021
4,"09:02:47",184,0,21.2,0.613,330,4.1,0.784,24.52,6,1.42,1,2.84,25.32,24.52,25.06,427.29,399.9,18.446,23.243,56.45,71.13,500.4,2000,91,99.18,-1.95,0.0225,0.093,0.0025,0.0916,0.00093,0.3,-0.22,2.74,1,0,0.16,111115,"1WP1_03_20210802","1WP1",3,"20210802",2021-08-02 09:00:21,"09:00:22 ; ","1WP1","D01W","D01W_pogr_can03_07232018","pogr","N",2021
5,"09:02:47",184.5,0,21.3,0.613,330,4.1,0.784,24.52,6,1.42,1,2.84,25.32,24.52,25.06,427.36,399.91,18.447,23.244,56.46,71.14,500.4,2000,89,99.18,-1.95,0.0225,0.093,0.0025,0.0916,0.00093,0.3,-0.22,2.74,1,0,0.16,111115,"1WP1_03_20210802","1WP1",3,"20210802",2021-08-02 09:00:21,"09:00:22 ; ","1WP1","D01W","D01W_pogr_can03_07232018","pogr","N",2021
1,"08:37:09",191.5,0,18.9,0.598,336,4.22,0.825,23.7,6,1.42,1,2.84,25.16,23.7,25.07,425.34,400.66,16.38,21.328,50.61,65.89,500.4,2000,94,99.19,0.241,-0.0365,0.0445,0.0057,0.0314,0.00534,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_01_20210802","1WP2",1,"20210802",2021-08-02 08:35:08,"08:35:09 ; ","1WP2","D01W","D01W_pogr_can04_07232018","pogr","N",2021
2,"08:37:09",192.5,0,18.8,0.598,336,4.22,0.825,23.7,6,1.42,1,2.84,25.17,23.7,25.07,425.22,400.64,16.383,21.331,50.61,65.89,500.4,2000,244,99.19,0.241,-0.0365,0.0445,0.0057,0.0314,0.00534,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_01_20210802","1WP2",1,"20210802",2021-08-02 08:35:08,"08:35:09 ; ","1WP2","D01W","D01W_pogr_can04_07232018","pogr","N",2021
3,"08:37:10",193,0,18.7,0.598,337,4.22,0.826,23.7,6,1.42,1,2.84,25.17,23.7,25.07,425.12,400.63,16.383,21.332,50.6,65.89,500.4,2000,257,99.19,0.241,-0.0365,0.0445,0.0057,0.0314,0.00534,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_01_20210802","1WP2",1,"20210802",2021-08-02 08:35:08,"08:35:09 ; ","1WP2","D01W","D01W_pogr_can04_07232018","pogr","N",2021
4,"08:37:11",193.5,0,18.7,0.597,336,4.22,0.826,23.7,6,1.42,1,2.84,25.17,23.7,25.07,425.09,400.6,16.385,21.334,50.6,65.89,500.4,1999,258,99.19,0.241,-0.0365,0.0445,0.0057,0.0314,0.00534,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_01_20210802","1WP2",1,"20210802",2021-08-02 08:35:08,"08:35:09 ; ","1WP2","D01W","D01W_pogr_can04_07232018","pogr","N",2021
5,"08:37:11",194.5,0,18.7,0.596,336,4.22,0.827,23.71,6,1.42,1,2.84,25.17,23.71,25.07,424.96,400.53,16.386,21.335,50.6,65.88,500.4,2000,287,99.19,0.241,-0.0365,0.0445,0.0057,0.0314,0.00534,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_01_20210802","1WP2",1,"20210802",2021-08-02 08:35:08,"08:35:09 ; ","1WP2","D01W","D01W_pogr_can04_07232018","pogr","N",2021
1,"08:43:23",178,0,19.2,0.472,320,3.72,0.888,24.35,6,1.42,1,2.84,25.15,24.35,25.07,424.85,399.98,17.516,21.88,54.16,67.65,500.3,2000,86,99.17,-0.605,-0.0238,0.0403,0.0125,0.0351,0.0135,1,-0.22,2.74,1,0,0.16,111115,"1WP2_02_20210802","1WP2",2,"20210802",2021-08-02 08:41:04,"08:41:05 ; ","1WP2","D01W","D01W_pogr_can05_07232018","pogr","N",2021
2,"08:43:24",178.5,0,19.2,0.472,320,3.72,0.888,24.35,6,1.42,1,2.84,25.15,24.35,25.07,424.84,399.99,17.518,21.883,54.16,67.66,500.3,2000,89,99.17,-0.605,-0.0238,0.0403,0.0125,0.0351,0.0135,1,-0.22,2.74,1,0,0.16,111115,"1WP2_02_20210802","1WP2",2,"20210802",2021-08-02 08:41:04,"08:41:05 ; ","1WP2","D01W","D01W_pogr_can05_07232018","pogr","N",2021
3,"08:43:25",179.5,0,19.3,0.473,320,3.72,0.887,24.34,6,1.42,1,2.84,25.15,24.34,25.07,424.89,399.98,17.523,21.887,54.18,67.67,500.3,2000,89,99.18,-0.605,-0.0238,0.0403,0.0125,0.0351,0.0135,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_02_20210802","1WP2",2,"20210802",2021-08-02 08:41:04,"08:41:05 ; ","1WP2","D01W","D01W_pogr_can05_07232018","pogr","N",2021
4,"08:43:26",180,0,19.3,0.473,320,3.72,0.887,24.34,6,1.42,1,2.84,25.15,24.34,25.07,424.89,400,17.526,21.889,54.18,67.67,500.3,2000,89,99.18,-0.605,-0.0238,0.0403,0.0125,0.0351,0.0135,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_02_20210802","1WP2",2,"20210802",2021-08-02 08:41:04,"08:41:05 ; ","1WP2","D01W","D01W_pogr_can05_07232018","pogr","N",2021
5,"08:43:26",180.5,0,19.2,0.473,321,3.72,0.886,24.34,6,1.42,1,2.84,25.15,24.34,25.07,424.86,400.02,17.528,21.891,54.19,67.68,500.3,2000,89,99.18,-0.605,-0.0238,0.0403,0.0125,0.0351,0.0135,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_02_20210802","1WP2",2,"20210802",2021-08-02 08:41:04,"08:41:05 ; ","1WP2","D01W","D01W_pogr_can05_07232018","pogr","N",2021
1,"08:29:56",286,0,16.4,0.504,335,3.73,0.844,23.14,6,1.42,1,2.84,24.82,23.14,25.07,421.2,399.74,15.778,20.161,49.76,63.58,500.4,1999,262,99.21,0.673,-0.0312,0.0166,0.00415,0.0288,0.00586,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_03_20210802","1WP2",3,"20210802",2021-08-02 08:26:16,"08:26:18 ; ","1WP2","D01W","D01W_pogr_can06_07232018","pogr","N",2021
2,"08:29:56",286.5,0,16.3,0.505,335,3.73,0.843,23.14,6,1.42,1,2.84,24.82,23.14,25.07,421.1,399.76,15.778,20.161,49.75,63.57,500.4,1999,317,99.21,0.673,-0.0312,0.0166,0.00415,0.0288,0.00586,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_03_20210802","1WP2",3,"20210802",2021-08-02 08:26:16,"08:26:18 ; ","1WP2","D01W","D01W_pogr_can06_07232018","pogr","N",2021
3,"08:29:57",287.5,0,16.2,0.505,336,3.73,0.842,23.13,6,1.42,1,2.84,24.82,23.13,25.08,420.95,399.74,15.78,20.161,49.76,63.57,500.4,1999,351,99.21,0.673,-0.0312,0.0166,0.00415,0.0288,0.00586,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_03_20210802","1WP2",3,"20210802",2021-08-02 08:26:16,"08:26:18 ; ","1WP2","D01W","D01W_pogr_can06_07232018","pogr","N",2021
4,"08:29:58",288,0,16.1,0.506,336,3.73,0.841,23.13,6,1.42,1,2.84,24.82,23.13,25.07,420.9,399.75,15.782,20.164,49.76,63.58,500.4,1999,391,99.21,0.673,-0.0312,0.0166,0.00415,0.0288,0.00586,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_03_20210802","1WP2",3,"20210802",2021-08-02 08:26:16,"08:26:18 ; ","1WP2","D01W","D01W_pogr_can06_07232018","pogr","N",2021
5,"08:29:58",288.5,0,16.2,0.506,336,3.73,0.841,23.13,6,1.42,1,2.84,24.82,23.13,25.07,420.92,399.74,15.783,20.164,49.77,63.58,500.4,1999,446,99.21,0.673,-0.0312,0.0166,0.00415,0.0288,0.00586,0.7,-0.22,2.74,1,0,0.16,111115,"1WP2_03_20210802","1WP2",3,"20210802",2021-08-02 08:26:16,"08:26:18 ; ","1WP2","D01W","D01W_pogr_can06_07232018","pogr","N",2021
1,"09:16:24",203.5,0,18.5,0.523,329,3.72,0.812,24.17,6,1.42,1,2.84,25.51,24.17,25.07,423.59,399.61,17.956,22.311,54.33,67.51,500.4,1999,886,99.21,-1.64,-0.00646,0.125,0.0116,0.15,0.0117,0.7,-0.22,2.74,1,0,0.16,111115,"1WP3_01_20210802","1WP3",1,"20210802",2021-08-02 09:14:32,"09:14:33 ; ","1WP3","D01W","D01W_pogr_can07_07232018","pogr","N",2021
2,"09:16:25",204,0,18.6,0.524,329,3.72,0.812,24.17,6,1.42,1,2.84,25.52,24.17,25.07,423.59,399.56,17.954,22.314,54.33,67.52,500.4,1999,840,99.21,-1.64,-0.00646,0.125,0.0116,0.15,0.0117,0.7,-0.22,2.74,1,0,0.16,111115,"1WP3_01_20210802","1WP3",1,"20210802",2021-08-02 09:14:32,"09:14:33 ; ","1WP3","D01W","D01W_pogr_can07_07232018","pogr","N",2021
3,"09:16:26",205,0,18.5,0.525,329,3.72,0.811,24.17,6,1.42,1,2.84,25.52,24.17,25.07,423.51,399.52,17.953,22.318,54.32,67.53,500.5,1999,828,99.21,-1.64,-0.00646,0.125,0.0116,0.15,0.0117,0.7,-0.22,2.74,1,0,0.16,111115,"1WP3_01_20210802","1WP3",1,"20210802",2021-08-02 09:14:32,"09:14:33 ; ","1WP3","D01W","D01W_pogr_can07_07232018","pogr","N",2021
